
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
Member{name='null' age=0 adress='null' memberId=0 memberCounter=0 isActive=true isUnder18=true isEliteSwimmer=true hasPaid=true}
